epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100_inhabitants,vaccinated_second,vaccinated_second_per_100_inhabitants,vaccinated_single,vaccinated_single_per_100_inhabitants
109,2021-03-06,Brazil,AP,TOTAL,0,1156,310,85375,1156,85223,136.68649,10094.81738,0.01354,64242,998,146790,17356.58265,25656,3.03359,3295,0.38960,,
109,2021-03-06,Brazil,BA,TOTAL,95,12448,4525,710900,12448,710900,83.69493,4779.78176,0.01751,676536,158163,1978117,13299.99656,540532,3.63430,162561,1.09299,,
109,2021-03-06,Brazil,CE,TOTAL,43,11685,2737,444221,11664,442439,127.95554,4864.40217,0.02630,321045,48376,1463280,16023.51622,339236,3.71477,114184,1.25036,,
109,2021-03-06,Brazil,DF,TOTAL,17,4950,1692,305377,4950,305377,164.16451,10127.69014,0.01621,286382,199,782118,25938.58987,155481,5.15646,57947,1.92179,,
109,2021-03-06,Brazil,ES,TOTAL,12,6538,1324,334214,6537,334125,162.69145,8316.57397,0.01956,315026,198421,997910,24831.97094,139159,3.46283,34398,0.85596,,
109,2021-03-06,Brazil,GO,TOTAL,22,8903,76,412281,8881,412205,126.85311,5874.32609,0.02159,391013,338910,849832,12108.70811,242473,3.45484,58592,0.83484,,
109,2021-03-06,Brazil,MA,TOTAL,38,5239,720,223201,5239,223201,74.04758,3154.70375,0.02347,206696,1379,545101,7704.41067,183906,2.59931,61072,0.86319,,
109,2021-03-06,Brazil,MG,TOTAL,155,19359,7336,916205,19359,916205,91.45066,4328.09318,0.02113,832599,2406072,3316118,15665.12703,633032,2.99040,306981,1.45016,,
109,2021-03-06,Brazil,MS,TOTAL,13,3444,542,187615,3431,187073,123.93010,6751.20350,0.01836,172910,2071,604119,21738.82848,129632,4.66472,59072,2.12567,,
109,2021-03-06,Brazil,MT,TOTAL,25,5993,814,260760,5886,258929,171.99192,7483.49962,0.02298,242877,35982,952464,27334.57580,94187,2.70305,41285,1.18483,,
109,2021-03-06,Brazil,PA,TOTAL,55,8930,553,373041,8875,372488,103.80263,4336.24147,0.02394,347980,863,980727,11400.00453,171881,1.99795,64928,0.75473,,
109,2021-03-06,Brazil,PB,TOTAL,24,4656,1440,227976,4656,227976,115.87488,5673.68826,0.02042,165016,53558,668086,16626.80149,141573,3.52336,49844,1.24048,,
109,2021-03-06,Brazil,PE,TOTAL,34,11153,1664,307984,11153,307984,116.69893,3222.57729,0.03621,263727,4036,1241263,12987.90184,364212,3.81092,134400,1.40629,,
109,2021-03-06,Brazil,PI,TOTAL,13,3460,765,179304,3447,178539,105.70608,5477.89689,0.01930,174280,948,553854,16920.73296,90309,2.75902,25468,0.77807,,
109,2021-03-06,Brazil,PR,TOTAL,148,12344,8598,680777,12344,680777,107.95913,5953.99301,0.01813,480234,16325,2434423,21291.16805,376309,3.29115,118545,1.03678,,
109,2021-03-06,Brazil,RJ,TOTAL,105,33712,560,592505,33712,592505,195.26274,3431.83873,0.05690,553067,52017,2313502,13399.99790,607077,3.51624,155949,0.90327,,
109,2021-03-06,Brazil,RN,TOTAL,0,3735,0,173249,3718,172178,106.50575,4940.29832,0.02156,127103,86760,635939,18134.17899,111825,3.18876,39342,1.12186,,
109,2021-03-06,Brazil,RO,TOTAL,27,3067,827,156298,3067,156298,172.57241,8794.49704,0.01962,136752,208961,422651,23781.51331,49261,2.77179,12397,0.69755,,
109,2021-03-06,Brazil,RR,TOTAL,0,1167,101,83846,1167,83745,192.65024,13841.43251,0.01392,77828,38027,190465,31442.26849,23913,3.94760,11047,1.82366,,
109,2021-03-06,Brazil,RS,TOTAL,182,13370,9599,686175,13370,686175,117.51533,6031.12056,0.01948,630229,17288,2718715,23896.08762,540474,4.75048,133287,1.17152,,
109,2021-03-06,Brazil,SC,TOTAL,78,7894,5633,705760,7894,705760,110.17772,9850.39613,0.01119,654155,122550,1683529,23497.26189,221391,3.08999,68929,0.96205,,
109,2021-03-06,Brazil,SE,TOTAL,10,3013,144,154175,3013,154175,131.07431,6707.06348,0.01954,144322,893,323953,14092.90311,67793,2.94919,28353,1.23344,,
109,2021-03-06,Brazil,SP,TOTAL,353,61417,13763,2107687,61417,2107687,133.75059,4590.00577,0.02914,1865993,1029126,9544530,20785.55677,2403428,5.23405,814084,1.77287,,
109,2021-03-06,Brazil,TO,TOTAL,10,1584,698,118942,1574,118244,100.70788,7562.11909,0.01332,104197,480,369773,23509.50431,50968,3.24045,13023,0.82798,,
109,2021-03-06,Brazil,TOTAL,TOTAL,1490,264588,66904,10946501,264325,10938836,124.94965,5169.40107,0.02417,9686024,4845160,36992037,17469.20550,8142004,3.84500,2688684,1.26971,,
110,2021-03-07,Brazil,AC,TOTAL,9,1063,218,60288,1063,60288,120.53042,6835.87793,0.01763,51346,38814,162833,18463.15205,25343,2.87357,4957,0.56206,,
110,2021-03-07,Brazil,AL,TOTAL,14,3091,617,135570,3087,135566,92.61820,4062.19652,0.02280,128082,13186,329636,9877.15728,122028,3.65643,36400,1.09068,,
110,2021-03-07,Brazil,AM,TOTAL,22,11262,493,324103,11262,324103,271.72726,7819.89178,0.03475,276209,418,793609,19148.03779,297186,7.17044,79536,1.91903,,
110,2021-03-07,Brazil,AP,TOTAL,0,1156,203,85578,1156,85578,136.68649,10118.82029,0.01351,65267,1565,146790,17356.58265,25656,3.03359,3295,0.38960,,
110,2021-03-07,Brazil,BA,TOTAL,82,12530,3105,714005,12530,714005,84.24626,4800.65843,0.01755,680532,166415,1978117,13299.99656,543545,3.65456,164554,1.10639,,
110,2021-03-07,Brazil,CE,TOTAL,35,11720,2392,446613,11705,445189,128.33881,4890.59555,0.02624,323685,55218,1474517,16146.56598,339236,3.71477,114184,1.25036,,
110,2021-03-07,Brazil,DF,TOTAL,12,4962,874,306251,4962,306251,164.56249,10156.67596,0.01620,286975,719,782118,25938.58987,155481,5.15646,57947,1.92179,,
110,2021-03-07,Brazil,ES,TOTAL,14,6552,673,334887,6552,334837,163.03983,8333.32089,0.01956,315584,204005,999725,24877.13536,139159,3.46283,34398,0.85596,,
110,2021-03-07,Brazil,GO,TOTAL,33,8936,908,413189,8928,413020,127.32330,5887.26359,0.02163,393573,346882,853151,12155.99840,242473,3.45484,59012,0.84082,,
110,2021-03-07,Brazil,MA,TOTAL,36,5275,288,223489,5275,223489,74.55640,3158.77431,0.02360,207133,1475,545101,7704.41067,191994,2.71363,63324,0.89502,,
110,2021-03-07,Brazil,MG,TOTAL,164,19523,6368,922573,19523,922573,92.22539,4358.17520,0.02116,839002,2528192,3316118,15665.12703,633032,2.99040,306981,1.45016,,
110,2021-03-07,Brazil,MS,TOTAL,25,3469,652,188267,3444,187615,124.82970,6774.66529,0.01843,173852,7360,604119,21738.82848,131966,4.74871,59734,2.14949,,
110,2021-03-07,Brazil,MT,TOTAL,23,6016,356,261116,5908,259466,172.65199,7493.71640,0.02304,242877,37379,952464,27334.57580,94464,2.71100,41571,1.19304,,
110,2021-03-07,Brazil,PA,TOTAL,38,8968,602,373643,8930,373041,104.24434,4343.23914,0.02400,349451,1254,980727,11400.00453,175491,2.03991,67805,0.78817,,
110,2021-03-07,Brazil,PB,TOTAL,23,4679,1218,229194,4679,229194,116.44729,5704.00089,0.02042,165016,56796,668086,16626.80149,143024,3.55947,50227,1.25001,,
110,2021-03-07,Brazil,PE,TOTAL,20,11173,300,308284,11173,308284,116.90820,3225.71633,0.03624,264957,4036,1263355,13219.06053,368520,3.85599,137129,1.43484,,
110,2021-03-07,Brazil,PI,TOTAL,25,3485,284,179588,3460,179304,106.46985,5486.57334,0.01941,175036,948,555735,16978.19919,90607,2.76812,25493,0.77883,,
110,2021-03-07,Brazil,PR,TOTAL,247,12591,45020,725797,12591,725797,110.11936,6347.73246,0.01735,482211,16364,2448042,21410.27817,376309,3.29115,118545,1.03678,,
110,2021-03-07,Brazil,RJ,TOTAL,5,33717,1697,594202,33717,594202,195.29170,3441.66789,0.05674,553855,52017,2313502,13399.99790,647834,3.75231,169223,0.98015,,
110,2021-03-07,Brazil,RN,TOTAL,41,3776,2636,175885,3734,172283,107.67489,5015.46543,0.02147,127103,93241,635939,18134.17899,112206,3.19962,39404,1.12363,,
110,2021-03-07,Brazil,RO,TOTAL,15,3082,704,157002,3082,157002,173.41642,8834.10936,0.01963,138236,217547,427514,24055.14215,49261,2.77179,12397,0.69755,,
110,2021-03-07,Brazil,RR,TOTAL,0,1167,23,83869,1167,83846,192.65024,13845.22939,0.01391,77828,38073,190465,31442.26849,23913,3.94760,11047,1.82366,,
110,2021-03-07,Brazil,RS,TOTAL,79,13449,2671,688846,13449,688846,118.20970,6054.59725,0.01952,636354,20447,2758730,24247.79861,544327,4.78435,133624,1.17449,,
110,2021-03-07,Brazil,SC,TOTAL,70,7964,1741,707501,7964,707501,111.15472,9874.69552,0.01126,658849,127721,1683529,23497.26189,221391,3.08999,68929,0.96205,,
110,2021-03-07,Brazil,SE,TOTAL,10,3023,1209,155384,3023,155384,131.50934,6759.65852,0.01946,144322,2516,323953,14092.90311,67793,2.94919,28353,1.23344,,
110,2021-03-07,Brazil,SP,TOTAL,46,61463,6051,2113738,61463,2113738,133.85077,4603.18331,0.02908,1877249,1040579,9544530,20785.55677,2414371,5.25789,818805,1.78315,,
110,2021-03-07,Brazil,TO,TOTAL,10,1594,381,119323,1584,118942,101.34366,7586.34238,0.01336,104880,480,372899,23708.24978,51061,3.24637,13864,0.88145,,
110,2021-03-07,Brazil,TOTAL,TOTAL,1098,265686,81684,11028185,265411,11019344,125.46817,5207.97571,0.02409,9739464,5073647,37105304,17522.69497,8227671,3.88545,2720738,1.28485,,
110,2021-03-08,Brazil,AC,TOTAL,3,1066,368,60656,1066,60656,120.87059,6877.60436,0.01757,51502,38814,162833,18463.15205,25433,2.88377,4957,0.56206,,
110,2021-03-08,Brazil,AL,TOTAL,15,3106,541,136111,3102,136107,93.06766,4078.40695,0.02282,129328,13186,333260,9985.74621,124729,3.73736,36441,1.09191,,
110,2021-03-08,Brazil,AM,TOTAL,26,11288,461,324564,11288,324564,272.35459,7831.01469,0.03478,277007,418,795543,19194.70096,307536,7.42017,85199,2.05566,,
110,2021-03-08,Brazil,AP,TOTAL,5,1161,301,85879,1161,85879,137.27769,10154.41080,0.01352,67216,1565,149206,17642.25268,25656,3.03359,3295,0.38960,,
110,2021-03-08,Brazil,BA,TOTAL,102,12632,1413,715418,12632,715418,84.93206,4810.15882,0.01766,683429,166415,1978117,13299.99656,558858,3.75752,172854,1.16219,,
110,2021-03-08,Brazil,CE,TOTAL,81,11801,1929,448542,11753,447315,129.22579,4911.71889,0.02631,324781,55218,1479236,16198.24097,358151,3.92190,130793,1.43224,,
110,2021-03-08,Brazil,DF,TOTAL,17,4979,2288,308539,4979,308539,165.12628,10232.55644,0.01614,287563,719,782118,25938.58987,157364,5.21891,59426,1.97084,,
110,2021-03-08,Brazil,ES,TOTAL,24,6576,1331,336218,6572,336112,163.63704,8366.44147,0.01956,317015,204005,1003689,24975.77545,151188,3.76216,42045,1.04625,,
110,2021-03-08,Brazil,GO,TOTAL,76,9012,3574,416763,8944,414069,128.40618,5938.18722,0.02162,395795,346882,856282,12200.61000,250719,3.57233,59984,0.85467,,
110,2021-03-08,Brazil,MA,TOTAL,34,5309,333,223822,5309,223822,75.03695,3163.48091,0.02372,207575,1475,548162,7747.67458,196055,2.77102,63496,0.89745,,
110,2021-03-08,Brazil,MG,TOTAL,25,19548,1999,924572,19548,924572,92.34349,4367.61835,0.02114,840427,2528192,3316118,15665.12703,666669,3.14930,320567,1.51434,,
110,2021-03-08,Brazil,MS,TOTAL,22,3491,888,189155,3469,188267,125.62136,6806.61939,0.01846,174515,7360,608063,21880.75075,134512,4.84033,61549,2.21480,,
110,2021-03-08,Brazil,MT,TOTAL,69,6085,2294,263410,5967,260845,174.63221,7559.55145,0.02310,244989,37379,954495,27392.86307,97896,2.80950,43078,1.23629,,
110,2021-03-08,Brazil,PA,TOTAL,40,9008,1288,374931,8968,373643,104.70930,4358.21090,0.02403,350626,1254,980727,11400.00453,178740,2.07768,68232,0.79313,,
110,2021-03-08,Brazil,PB,TOTAL,32,4711,1012,230206,4711,230206,117.24368,5729.18676,0.02046,165590,56796,673881,16771.02292,150505,3.74565,52196,1.29901,,
110,2021-03-08,Brazil,PE,TOTAL,34,11207,373,308657,11207,308657,117.26396,3229.61920,0.03631,265200,4036,1263355,13219.06053,381061,3.98722,142080,1.48665,,
110,2021-03-08,Brazil,PI,TOTAL,19,3504,887,180475,3485,179588,107.05032,5513.67198,0.01942,176092,948,558353,17058.18142,95539,2.91880,26527,0.81042,,
110,2021-03-08,Brazil,PR,TOTAL,19,12610,2026,727823,12610,727823,110.28553,6365.45161,0.01733,521186,16364,2468992,21593.50433,394448,3.44979,123072,1.07637,,
110,2021-03-08,Brazil,RJ,TOTAL,12,33729,762,594964,33729,594964,195.36120,3446.08146,0.05669,556833,52017,2313502,13399.99790,648026,3.75342,169347,0.98087,,
110,2021-03-08,Brazil,RN,TOTAL,29,3805,1187,177072,3749,174531,108.50184,5049.31344,0.02149,127103,93241,635939,18134.17899,117132,3.34009,40569,1.15685,,
110,2021-03-08,Brazil,RO,TOTAL,66,3148,1341,158343,3148,158343,177.13008,8909.56407,0.01988,139757,217547,431533,24281.28121,51001,2.86970,13805,0.77677,,
110,2021-03-08,Brazil,RR,TOTAL,24,1191,0,83869,1167,83869,196.61220,13845.22939,0.01420,77828,38073,191075,31542.96827,24198,3.99464,11288,1.86344,,
110,2021-03-08,Brazil,RS,TOTAL,113,13562,2559,691405,13562,691405,119.20291,6077.08953,0.01962,640770,20447,2767510,24324.97023,547066,4.80842,135002,1.18660,,
110,2021-03-08,Brazil,SC,TOTAL,98,8062,1576,709077,8062,709077,112.52252,9896.69199,0.01137,667451,127721,1683529,23497.26189,248841,3.47311,74718,1.04285,,
110,2021-03-08,Brazil,SE,TOTAL,9,3032,725,156109,3032,156109,131.90087,6791.19814,0.01942,144848,2516,323953,14092.90311,74021,3.22013,29357,1.27712,,
110,2021-03-08,Brazil,SP,TOTAL,121,61584,4224,2117962,61584,2117962,134.11428,4612.38211,0.02908,1887875,1040579,9544530,20785.55677,2488496,5.41931,868578,1.89154,,
110,2021-03-08,Brazil,TO,TOTAL,7,1601,905,120228,1594,119323,101.78871,7643.88066,0.01332,105054,480,373495,23746.14239,51126,3.25050,14073,0.89474,,
110,2021-03-08,Brazil,TOTAL,TOTAL,1122,266808,36585,11064770,266398,11051665,125.99803,5225.25269,0.02411,9827355,5073647,37177496,17556.78709,8504966,4.01640,2852528,1.34708,,
110,2021-03-09,Brazil,AC,TOTAL,5,1071,65,60721,1071,60721,121.43752,6884.97452,0.01764,51502,38814,162833,18463.15205,25987,2.94659,5107,0.57907,,
110,2021-03-09,Brazil,AL,TOTAL,16,3122,652,136763,3118,136759,93.54708,4097.94337,0.02283,129847,13186,335760,10060.65578,89877,2.69306,36781,1.10210,,
110,2021-03-09,Brazil,AM,TOTAL,53,11341,1610,326174,11341,326174,273.63336,7869.86045,0.03477,277007,418,795543,19194.70096,311883,7.52505,89521,2.15994,,
110,2021-03-09,Brazil,AP,TOTAL,3,1164,467,86346,1164,86346,137.63242,10209.62930,0.01348,67216,1565,149206,17642.25268,26284,3.10784,3373,0.39883,,
110,2021-03-09,Brazil,BA,TOTAL,103,12735,4650,720068,12735,720068,85.62459,4841.42339,0.01769,688301,166415,1978117,13299.99656,574507,3.86273,184545,1.24080,,
110,2021-03-09,Brazil,CE,TOTAL,108,11909,2737,451279,11860,450373,130.40843,4941.69016,0.02639,326269,55218,1484151,16252.06224,369231,4.04323,139043,1.52258,,
110,2021-03-09,Brazil,DF,TOTAL,23,5002,1008,309547,5002,309547,165.88907,10265.98631,0.01616,288137,719,782118,25938.58987,158380,5.25260,61442,2.03770,,
110,2021-03-09,Brazil,ES,TOTAL,34,6610,1364,337582,6601,337456,164.48310,8400.38321,0.01958,318677,204005,1008410,25093.25271,153596,3.82208,43280,1.07698,,
110,2021-03-09,Brazil,GO,TOTAL,0,9012,3176,419939,9012,418016,128.40618,5983.43999,0.02146,398836,346882,865022,12325.14062,262881,3.74562,62058,0.88422,,
110,2021-03-09,Brazil,MA,TOTAL,35,5344,547,224369,5344,224369,75.53164,3171.21216,0.02382,207575,1475,548162,7747.67458,200452,2.83317,65629,0.92759,,
110,2021-03-09,Brazil,MG,TOTAL,57,19605,3830,928402,19605,928402,92.61275,4385.71102,0.02112,844760,2528192,3316118,15665.12703,700179,3.30760,332270,1.56962,,
110,2021-03-09,Brazil,MS,TOTAL,25,3516,1237,190392,3491,189155,126.52097,6851.13203,0.01847,175429,7360,610264,21959.95230,136174,4.90013,65823,2.36860,,
110,2021-03-09,Brazil,MT,TOTAL,45,6130,1789,265199,6003,262827,175.92366,7610.89361,0.02311,246377,37379,955673,27426.67026,99381,2.85212,43956,1.26148,,
110,2021-03-09,Brazil,PA,TOTAL,76,9084,2120,377051,9008,374931,105.59273,4382.85385,0.02409,351951,1254,980727,11400.00453,228955,2.66138,72420,0.84181,,
110,2021-03-09,Brazil,PB,TOTAL,36,4747,1200,231406,4747,231406,118.13962,5759.05142,0.02051,170191,56796,675612,16814.10269,156689,3.89955,53454,1.33032,,
110,2021-03-09,Brazil,PE,TOTAL,17,11224,1319,309976,11224,309976,117.44184,3243.42050,0.03621,265200,4036,1263355,13219.06053,397649,4.16078,147259,1.54084,,
110,2021-03-09,Brazil,PI,TOTAL,20,3524,1085,181560,3504,180475,107.66134,5546.81970,0.01941,177114,948,559438,17091.32914,98029,2.99487,26994,0.82469,,
110,2021-03-09,Brazil,PR,TOTAL,206,12816,5400,733223,12816,733223,112.08718,6412.67936,0.01748,523028,16364,2480561,21694.68540,413611,3.61739,132355,1.15756,,
110,2021-03-09,Brazil,RJ,TOTAL,95,33824,2172,597136,33824,597136,195.91145,3458.66187,0.05664,558354,52017,2313502,13399.99790,666232,3.85887,176747,1.02373,,
110,2021-03-09,Brazil,RN,TOTAL,29,3834,1436,178508,3777,175703,109.32879,5090.26184,0.02148,127103,93241,635939,18134.17899,121999,3.47887,41979,1.19706,,
110,2021-03-09,Brazil,RO,TOTAL,32,3180,1141,159484,3180,159484,178.93064,8973.76528,0.01994,139757,217547,431533,24281.28121,51074,2.87381,13908,0.78257,,
110,2021-03-09,Brazil,RR,TOTAL,12,1203,53,83922,1191,83869,198.59317,13853.97871,0.01433,77828,38073,191075,31542.96827,24766,4.08841,11545,1.90587,,
110,2021-03-09,Brazil,RS,TOTAL,275,13837,11806,703211,13837,703211,121.62002,6180.85812,0.01968,646665,20447,2801586,24624.48051,558172,4.90604,143909,1.26489,,
110,2021-03-09,Brazil,SC,TOTAL,108,8170,2986,712063,8170,712063,114.02989,9938.36803,0.01147,672006,127721,1683529,23497.26189,248841,3.47311,74718,1.04285,,
110,2021-03-09,Brazil,SE,TOTAL,11,3043,382,156491,3043,156491,132.37940,6807.81626,0.01945,145642,2516,329561,14336.86751,79770,3.47023,30199,1.31374,,
110,2021-03-09,Brazil,SP,TOTAL,517,62101,16058,2134020,62101,2134020,135.24017,4647.35234,0.02910,1898463,1040579,9544530,20785.55677,2557989,5.57065,918492,2.00024,,
110,2021-03-09,Brazil,TO,TOTAL,10,1611,1004,121232,1601,120228,102.42449,7707.71318,0.01329,105331,480,375866,23896.88632,51959,3.30346,14777,0.93950,,
110,2021-03-09,Brazil,TOTAL,TOTAL,1951,268759,71294,11136064,268370,11122429,126.91937,5258.92074,0.02413,9878566,5073647,37258191,17594.89469,8764547,4.13899,2991584,1.41275,,
110,2021-03-10,Brazil,AC,TOTAL,12,1083,400,61121,1083,61121,122.79817,6930.32933,0.01772,51772,38814,165000,18708.86176,27932,3.16713,6114,0.69325,,
110,2021-03-10,Brazil,AL,TOTAL,16,3138,580,137343,3134,137339,94.02650,4115.32239,0.02285,130157,13186,337204,10103.92355,91174,2.73192,37227,1.11546,,
110,2021-03-10,Brazil,AM,TOTAL,47,11388,1349,327523,11388,327523,274.76737,7902.40885,0.03477,277007,418,795543,19194.70096,318535,7.68555,92905,2.24159,,
110,2021-03-10,Brazil,AP,TOTAL,3,1167,328,86674,1167,86674,137.98714,10248.41232,0.01346,67216,1565,149206,17642.25268,25830,3.05416,3472,0.41053,,
110,2021-03-10,Brazil,BA,TOTAL,111,12846,5499,725567,12846,725567,86.37091,4878.39627,0.01770,692826,166415,1978117,13299.99656,593330,3.98929,214332,1.44107,,
110,2021-03-10,Brazil,CE,TOTAL,105,12014,3046,454325,11987,453429,131.55823,4975.04511,0.02644,328305,55218,1489754,16313.41738,382323,4.18659,145927,1.59796,,
110,2021-03-10,Brazil,DF,TOTAL,25,5027,1551,311098,5027,311098,166.71818,10317.42452,0.01616,290294,719,782118,25938.58987,159540,5.29107,63290,2.09898,,
110,2021-03-10,Brazil,ES,TOTAL,32,6642,1472,339054,6639,338977,165.27938,8437.01243,0.01959,320004,204005,1008410,25093.25271,156199,3.88685,45470,1.13147,,
110,2021-03-10,Brazil,GO,TOTAL,271,9283,4320,424259,9153,421566,132.26748,6044.99289,0.02188,401251,346882,869449,12388.21809,270147,3.84915,67546,0.96242,,
110,2021-03-10,Brazil,MA,TOTAL,35,5379,965,225334,5379,225334,76.02632,3184.85138,0.02387,207917,1475,548162,7747.67458,205604,2.90599,73381,1.03716,,
110,2021-03-10,Brazil,MG,TOTAL,219,19824,10409,938811,19824,938811,93.64729,4434.88246,0.02112,854583,2528192,3316118,15665.12703,730709,3.45182,347841,1.64318,,
110,2021-03-10,Brazil,MS,TOTAL,21,3537,934,191326,3516,190392,127.27664,6884.74141,0.01849,175678,7360,613701,22083.63050,138229,4.97408,67198,2.41808,,
110,2021-03-10,Brazil,MT,TOTAL,43,6173,1852,267051,6058,264692,177.15771,7664.04379,0.02312,247683,37379,958021,27494.05504,99457,2.85430,44045,1.26404,,
110,2021-03-10,Brazil,PA,TOTAL,87,9171,2145,379196,9084,377051,106.60402,4407.78741,0.02419,353520,1254,980727,11400.00453,229122,2.66332,72422,0.84184,,
110,2021-03-10,Brazil,PB,TOTAL,50,4797,1365,232771,4797,232771,119.38398,5793.02247,0.02061,170510,56796,675612,16814.10269,157102,3.90983,53509,1.33169,,
110,2021-03-10,Brazil,PE,TOTAL,22,11246,1582,311558,11246,311558,117.67204,3259.97369,0.03610,267569,4036,1284054,13435.64362,402826,4.21495,151061,1.58062,,
110,2021-03-10,Brazil,PI,TOTAL,21,3545,1090,182650,3524,181560,108.30291,5580.12017,0.01941,177114,948,559438,17091.32914,99190,3.03034,29880,0.91286,,
110,2021-03-10,Brazil,PR,TOTAL,244,13060,8345,741568,13060,741568,114.22117,6485.66371,0.01761,523028,16364,2480561,21694.68540,438661,3.83648,142883,1.24964,,
110,2021-03-10,Brazil,RJ,TOTAL,69,33893,2436,599572,33893,599572,196.31110,3472.77138,0.05653,560117,52017,2313502,13399.99790,697060,4.03743,188941,1.09436,,
110,2021-03-10,Brazil,RN,TOTAL,23,3857,1466,179974,3806,177127,109.98465,5132.06570,0.02143,127103,93241,635939,18134.17899,127919,3.64769,44254,1.26193,,
110,2021-03-10,Brazil,RO,TOTAL,60,3240,1721,161205,3240,161205,182.30669,9070.60164,0.02010,139757,217547,431533,24281.28121,51585,2.90256,14202,0.79911,,
110,2021-03-10,Brazil,RR,TOTAL,13,1216,987,84909,1203,83922,200.73924,14016.91426,0.01432,77828,38073,191075,31542.96827,24766,4.08841,11545,1.90587,,
110,2021-03-10,Brazil,RS,TOTAL,250,14087,10403,713614,14087,713614,123.81739,6272.29506,0.01974,658865,20447,2830733,24880.66744,565284,4.96855,157480,1.38417,,
110,2021-03-10,Brazil,SC,TOTAL,107,8277,-110,711953,8277,711953,115.52331,9936.83274,0.01163,672006,127721,1683529,23497.26189,267902,3.73915,81351,1.13543,,
110,2021-03-10,Brazil,SE,TOTAL,14,3057,597,157088,3057,157088,132.98844,6833.78750,0.01946,145642,2516,329561,14336.86751,83822,3.64650,30724,1.33658,,
110,2021-03-10,Brazil,SP,TOTAL,469,62570,15541,2149561,62570,2149561,136.26153,4681.19669,0.02911,1898463,1040579,9544530,20785.55677,2616061,5.69711,965444,2.10249,,
110,2021-03-10,Brazil,TO,TOTAL,12,1623,1194,122426,1611,121232,103.18743,7783.62556,0.01326,105779,480,379371,24119.72794,52984,3.36863,15366,0.97694,,
110,2021-03-10,Brazil,TOTAL,TOTAL,2381,271140,81467,11217531,270656,11202305,128.04378,5297.39290,0.02417,9921994,5073647,37330968,17629.26307,9013293,4.25646,3167810,1.49597,,
110,2021-03-11,Brazil,AC,TOTAL,11,1094,273,61394,1094,61394,124.04542,6961.28399,0.01782,51797,38814,165878,18808.41559,27932,3.16713,6114,0.69325,,
110,2021-03-11,Brazil,AL,TOTAL,16,3154,726,138069,3150,138065,94.50592,4137.07614,0.02284,130840,13186,339887,10184.31651,97461,2.92030,39149,1.17305,,
110,2021-03-11,Brazil,AM,TOTAL,43,11431,1240,328763,11431,328763,275.80486,7932.32732,0.03477,279639,418,806449,19457.83872,326747,7.88369,94678,2.28437,,
110,2021-03-11,Brazil,AP,TOTAL,2,1169,421,87095,1169,87095,138.22362,10298.19174,0.01342,69433,1565,149895,17723.72066,26909,3.18174,3472,0.41053,,
110,2021-03-11,Brazil,BA,TOTAL,115,12961,4975,730542,12961,730542,87.14412,4911.84601,0.01774,697190,166415,1978117,13299.99656,624690,4.20014,234651,1.57769,,
110,2021-03-11,Brazil,CE,TOTAL,102,12116,5457,459782,12087,456948,132.67517,5034.80150,0.02635,330556,55218,1499827,16423.72087,389363,4.26368,154476,1.69158,,
110,2021-03-11,Brazil,DF,TOTAL,21,5048,1858,312956,5048,312956,167.41464,10379.04425,0.01613,290294,719,782118,25938.58987,166368,5.51752,64580,2.14177,,
110,2021-03-11,Brazil,ES,TOTAL,18,6660,1882,340936,6656,340808,165.72730,8483.84408,0.01953,321321,204005,1017962,25330.94447,162146,4.03484,49343,1.22785,,
110,2021-03-11,Brazil,GO,TOTAL,120,9403,4322,428581,9332,425206,133.97728,6106.57428,0.02194,404485,346882,875833,12479.17959,274737,3.91455,70092,0.99870,,
110,2021-03-11,Brazil,MA,TOTAL,34,5413,838,226172,5413,226172,76.50688,3196.69560,0.02393,207917,1475,548162,7747.67458,213378,3.01587,70191,0.99207,,
110,2021-03-11,Brazil,MG,TOTAL,263,20087,7745,946556,20087,946556,94.88969,4471.46934,0.02122,861434,2528192,3316118,15665.12703,765338,3.61541,358350,1.69282,,
110,2021-03-11,Brazil,MS,TOTAL,26,3563,1104,192430,3537,191326,128.21223,6924.46813,0.01852,177007,7360,616970,22201.26334,141256,5.08301,68862,2.47795,,
110,2021-03-11,Brazil,MT,TOTAL,49,6222,2104,269155,6097,266939,178.56395,7724.42607,0.02312,249188,37379,958352,27503.55435,105914,3.03960,46675,1.33952,,
110,2021-03-11,Brazil,PA,TOTAL,73,9244,1728,380924,9171,379196,107.45258,4427.87374,0.02427,354805,1254,980727,11400.00453,243091,2.82570,74480,0.86576,,
110,2021-03-11,Brazil,PB,TOTAL,35,4832,1483,234254,4832,234254,120.25503,5829.93021,0.02063,170836,56796,675612,16814.10269,173520,4.31843,57006,1.41872,,
110,2021-03-11,Brazil,PE,TOTAL,23,11269,1669,313227,11269,313227,117.91270,3277.43720,0.03598,267569,4036,1284054,13435.64362,419432,4.38871,151061,1.58062,,
110,2021-03-11,Brazil,PI,TOTAL,32,3577,1409,184059,3545,182650,109.28054,5623.16637,0.01943,178170,948,562230,17176.62722,101666,3.10599,31081,0.94955,,
